,bin,name,first_author,author_corresponding,counts,work_citedby
1877,1,Israeli-Palestinian Conflict and Ethnic Identity in Israel,2,1,2,0
1878,1,Judicial Politics and Legal Consciousness,10,9,11,163
1879,1,Judicial Review in European Legal Systems,6,5,7,313
1880,1,Jury Decision Making in Legal Proceedings,1,1,1,0
1881,1,Kidney Transplantation,9,4,19,307
1882,1,Kikuchi-Fujimoto Disease Analysis and Management,0,0,1,41
1883,1,Knowledge Management and Organizational Innovation,2,1,8,191
1884,1,Knowledge Sharing in Virtual Communities,4,4,7,32
1885,1,Labor Market Dynamics and Inequality,1,0,1,0
1886,1,Labor Relations and Union Revitalization Studies,5,0,5,0
1887,1,Laboratory Medicine and Testing Procedures,0,0,1,42
1888,1,Laboratory Safety and Chemical Management Practices,1,0,1,0
1889,1,Language Influence on Cognition and Perception,0,0,1,68
1890,1,Language Teaching and Second Language Acquisition,0,0,2,528
1891,1,Lanthanide Luminescence in Biomedical Applications,0,0,3,346
1892,1,Law and Economics of Public Policy and Regulation,7,6,7,221
1893,1,Legal Remedies and Corrective Justice in Law,1,1,1,1
1894,1,Legal and Policy Dimensions in Transnational Contexts,9,8,9,11
1895,1,Legal and Social Transformations in Europe,1,1,1,2
1896,1,Lifestyle Migration and Retirement Mobility,0,0,2,79
1897,1,Lignin Degradation by Enzymes in Bioremediation,0,0,1,44
1898,1,Limits and Structures in Graph Theory,14,6,36,1534
1899,1,Lipid Metabolism in Cancer Pathogenesis,1,1,8,33
1900,1,Lipid Rafts and Membrane Dynamics,2,1,15,560
1901,1,Liquid Crystal Research,0,0,1,8
1902,1,Listeria Monocytogenes Pathogenesis and Food Safety,2,1,4,352
1903,1,Literary Studies and Criticism,1,1,1,0
1904,1,Literature in the Postmodern Era,1,1,1,0
1905,1,"Literature, History, and Cultural Studies",1,1,1,0
1906,1,Liver Cirrhosis and Associated Complications,2,0,6,568
1907,1,Liver Transplantation and Graft Survival Analysis,2,1,11,120
1908,1,Long-Term Effects of Testosterone on Health,1,2,3,33
1909,1,Low-Cost Air Quality Monitoring Systems,1,0,2,0
1910,1,Lymphangiogenesis in Cancer Metastasis and Disease,3,0,8,482
1911,1,Lymphoid Neoplasms,15,3,53,629
1912,1,Lysosomal Storage Disorders in Human Health and Disease,2,0,7,157
1913,1,Machine Learning in Healthcare and Medicine,3,1,3,5
1914,1,Macroeconomic Analysis and Policy Implications,9,6,20,604
1915,1,Macromolecular Crystallography Techniques,2,0,3,22
1916,1,Macrophage Activation and Polarization,0,0,3,57
1917,1,Magnetic Resonance Imaging Applications in Medicine,7,1,48,798
1918,1,Magnetosome Formation in Prokaryotes,0,0,1,171
1919,1,Malaria,5,1,19,2338
1920,1,Malignant Pleural Mesothelioma Research,2,1,3,43
1921,1,Mammalian Circadian Rhythms and Physiology,0,1,9,436
1922,1,Mammalian MAP Kinase Signaling Pathways,2,0,8,284
1923,1,Management and Epidemiology of Infective Endocarditis,3,0,9,634
1924,1,Management and Epidemiology of Pneumonia,12,8,36,2914
1925,1,Management and Outcomes of Acute Kidney Injury,3,2,9,521
1926,1,Management and Pathophysiology of Abdominal Aortic Aneurysms,0,0,10,2136
1927,1,Management and Pathophysiology of Acne and Rosacea,0,0,1,97
1928,1,Management and Pathophysiology of Traumatic Brain Injury,7,3,23,2912
1929,1,Management and Reproducibility of Scientific Workflows,0,0,1,4
1930,1,Management and Treatment of Hemophilia,15,7,50,1154
1931,1,Management and Treatment of Peripheral Arterial Disease,1,0,6,1480
1932,1,Management and Treatment of Tumor Lysis Syndrome,0,0,1,108
1933,1,Management of Acute Myocardial Infarction,9,6,25,1991
1934,1,Management of Brain Metastases in Cancer Patients,0,0,1,0
1935,1,Management of Cardiac Arrest and Resuscitation,7,3,15,330
1936,1,Management of Cardiovascular Diseases during Pregnancy,1,1,6,969
1937,1,Management of Delirium in Critical Care Patients,4,1,7,587
1938,1,Management of Diabetes Mellitus and Cardiovascular Risk,4,3,6,148
1939,1,Management of Diabetes Mellitus and Hypoglycemia,6,3,13,472
1940,1,Management of Difficult Airway in Anesthesia Practice,1,0,2,28
1941,1,Management of Febrile Neutropenia in Cancer Patients,0,0,2,90
1942,1,Management of Hyperbilirubinemia in Newborn Infants,0,0,2,6
1943,1,Management of Hypertension and Cardiovascular Risk Factors,1,0,4,432
1944,1,Management of Peritoneal Carcinomatosis from Digestive Tract,1,0,2,0
1945,1,Management of Poisoning and Toxic Exposures,0,0,1,117
1946,1,Management of Primary Aldosteronism,3,0,8,354
1947,1,Management of Rib Fractures in Trauma Patients,1,0,1,81
1948,1,Management of Spleen Trauma in Polytrauma Patients,2,0,3,53
1949,1,Management of Valvular Heart Disease,3,1,13,544
1950,1,Management of Vascular Access in Healthcare,2,2,15,418
1951,1,Management of Vascular Graft Infections and Aneurysms,1,0,1,5
1952,1,Management of Vascular Malformations in the Brain,1,0,7,131
1953,1,Market-Driven Management and Global Competition,1,1,1,1
1954,1,Mass Spectrometry Techniques,2,1,6,77
1955,1,Mass Spectrometry Techniques with Proteins,0,0,9,531
1956,1,Maternal Morbidity Associated with Pregnancy and Childbirth,1,1,2,38
1957,1,Maternal and Child Nutrition in Developing Countries,7,1,28,5948
1958,1,Maternal and Neonatal Outcomes of Cesarean Section,2,1,2,67
1959,1,Mathematical Modeling of Cancer Growth and Treatment,0,0,5,10
1960,1,Measurement Invariance in Structural Equation Modeling,0,0,1,32
1961,1,Mechanical Circulatory Support Systems,6,3,17,899
1962,1,Mechanical Ventilation in Respiratory Failure and ARDS,5,3,8,258
1963,1,Mechanics and Properties of Paper Materials,1,1,1,1
1964,1,Mechanism Design in Auctions and Procurement Contracts,3,1,4,364
1965,1,Mechanisms and Applications of RNA Interference,2,0,13,1205
1966,1,Mechanisms and Management of Neuropathic Pain,1,1,7,266
1967,1,Mechanisms and Management of Paraquat Toxicity,1,1,1,2
1968,1,Mechanisms of Alzheimer's Disease,5,4,47,2957
1969,1,Mechanisms of Apoptotic Cell Clearance and Immune Regulation,2,0,11,40
1970,1,Mechanisms of Chemotherapy-Induced Cognitive Impairment,1,0,1,543
1971,1,Mechanisms of Drug-Induced Hepatotoxicity,0,0,1,3
1972,1,Mechanisms of Estrogen Receptor Signaling,3,2,12,1485
1973,1,Mechanisms of Intracellular Membrane Trafficking,2,1,17,1048
1974,1,Mechanisms of Multidrug Resistance in Cancer,2,1,13,1365
1975,1,Mechanistic Explanation in Scientific Discovery and Evolution,1,1,2,654
1976,1,Mechanosensitive Ion Channels in Physiology and Disease,2,1,3,0
1977,1,Media Framing and Agenda Setting in Communication,0,0,1,9
1978,1,Media Influence on Middle Eastern Politics,2,2,2,2
1979,1,Medical Applications of Infrared Thermography,0,0,1,0
1980,1,Medicinal Properties of Echinacea Species,0,0,1,85
1981,1,Medieval Philosophy in Islamic and Jewish Traditions,1,1,1,0
1982,1,Medieval Studies and Literature in Europe,1,1,1,1
1983,1,Melanoma,2,7,18,1687
1984,1,Menstrual Health and Disorders,0,0,3,421
1985,1,Mental Health and Quality of Life,1,0,4,1
1986,1,Mental Health and Well-being in Veterinary Profession,2,2,2,4
1987,1,Mental Health of Refugees and Immigrants,5,2,12,1005
1988,1,Mesh Generation Algorithms,1,1,1,0
1989,1,Metabolic Acidosis in Chronic Kidney Disease,4,4,4,3
1990,1,Metabolic Disorders and Biochemical Genetics,3,4,12,809
1991,1,Metabolic Engineering and Synthetic Biology,2,1,4,166
1992,1,Metabolic Reprogramming in Cancer Biology,4,1,16,895
1993,1,Metabolic Syndrome and Cardiovascular Disease,13,5,40,2417
1994,1,Metabolic Theory of Ecology and Climate Change Impacts,0,0,1,10
1995,1,Metabolism and Function of Arachidonic Acid Derivatives,3,0,16,537
1996,1,Metal-Induced Oxidative Stress and Health Effects,1,0,3,19
1997,1,Metaphorical Representation of Time in Language and Cognition,2,2,3,13
1998,1,Metastatic Carcinomas from Lung and Breast,0,1,1,10
1999,1,Methicillin-Resistant Staphylococcus aureus Infections,4,2,17,2588
2000,1,Methods for Causal Inference in Observational Studies,6,4,6,156
2001,1,Methods for Evidence Synthesis in Research,3,3,4,26
2002,1,Methods for Handling Missing Data in Statistical Analysis,2,1,7,135
2003,1,MicroRNA Regulation in Cancer and Development,1,2,7,1120
2004,1,Microarray Data Analysis and Gene Expression Profiling,1,0,11,200
2005,1,Microbial Bioremediation of Organic Pollutants,0,0,2,586
2006,1,Microbial Enzymes and Biotechnological Applications,1,0,2,0
2007,1,Microbial Fuel Cells and Electrogenic Bacteria Technology,0,0,1,25
2008,1,Microbial Identification and Diagnosis,0,0,1,16
2009,1,Microelectromechanical Systems,1,1,1,0
2010,1,Microfluidic Techniques for Particle Manipulation and Separation,0,0,4,284
2011,1,Microsurgical Reconstruction Techniques,2,1,4,194
2012,1,Microwave Imaging for Breast Cancer Detection,0,0,1,0
2013,1,Mimetic Theory and Violence in Religion and Culture,1,1,1,3
2014,1,Mindfulness and Psychological Well-being,1,1,2,187
2015,1,Mineral Metabolism in Chronic Kidney Disease,14,5,29,1727
2016,1,Mitochondrial Dynamics and Reactive Oxygen Species Regulation,1,0,13,1379
2017,1,Mobile Health Interventions and Applications,0,0,1,0
2018,1,Mobility and Driving Safety in Older Adults,1,1,1,8
2019,1,Modelica Language and Simulation Environment,1,1,1,0
2020,1,Modeling Risk in Insurance and Finance,1,0,1,21
2021,1,Modeling and Forecasting Financial Volatility,0,0,1,0
2022,1,Modeling the Dynamics of COVID-19 Pandemic,2,1,5,444
2023,1,Models and Dynamics of Technology Diffusion,1,0,3,4
2024,1,Molecular Basis of Rett Syndrome and Related Disorders,10,9,62,10183
2025,1,Molecular Biology of Steroidogenesis and Disorders,2,1,3,40
2026,1,Molecular Chaperones in Protein Folding and Disease,4,1,17,481
2027,1,Molecular Characterization of Colorectal Cancer,0,0,13,378
2028,1,Molecular Electronic Devices and Systems,0,0,4,187
2029,1,Molecular Magnetism and Spintronics,0,0,2,65
2030,1,Molecular Mechanisms of Aging and Longevity,11,4,26,844
2031,1,Molecular Mechanisms of Amyloidosis,0,0,1,0
2032,1,Molecular Mechanisms of Angiogenesis and Vascular Function,2,1,34,1417
2033,1,Molecular Mechanisms of Apoptosis and Cell Death,6,5,42,1970
2034,1,Molecular Mechanisms of Aquaporins in Physiology and Disease,22,3,60,1742
2035,1,Molecular Mechanisms of Axon Guidance,0,0,5,798
2036,1,Molecular Mechanisms of Cardiac Arrhythmias,4,1,10,609
2037,1,Molecular Mechanisms of Cardiac Development and Regeneration,5,2,7,1015
2038,1,Molecular Mechanisms of Cardiac Remodeling and Repair,0,0,1,17
2039,1,Molecular Mechanisms of DNA Damage Response,3,3,9,371
2040,1,Molecular Mechanisms of Depression Treatment Strategies,11,3,24,1618
2041,1,Molecular Mechanisms of Heme Biosynthesis and Related Disorders,2,0,7,146
2042,1,Molecular Mechanisms of Insect Resistance to Xenobiotics,0,0,1,99
2043,1,Molecular Mechanisms of Ion Channels Regulation,2,1,14,360
2044,1,Molecular Mechanisms of Kidney Development and Disease,1,1,4,12
2045,1,Molecular Mechanisms of Muscle Regeneration and Atrophy,3,1,17,1694
2046,1,Molecular Mechanisms of Neurodegenerative Diseases,5,3,13,836
2047,1,Molecular Mechanisms of Osteoclast Differentiation and Bone Remodeling,7,6,29,4418
2048,1,Molecular Mechanisms of Photosynthesis and Photoprotection,1,1,4,203
2049,1,Molecular Mechanisms of Plant Development and Regulation,0,0,1,89
2050,1,Molecular Mechanisms of Ras Signaling Pathways,1,0,6,335
2051,1,Molecular Mechanisms of Retinal Degeneration and Regeneration,9,2,42,1551
2052,1,Molecular Mechanisms of Synaptic Plasticity and Neurological Disorders,14,6,76,7141
2053,1,Molecular Pathogenesis of Myeloproliferative Disorders,1,0,5,8
2054,1,Molecular Physiology of Purinergic Signalling,5,0,10,519
2055,1,Molecular Research on Breast Cancer,2,1,16,662
2056,1,Molecular Spectroscopic Databases and Laser Applications,0,0,7,321
2057,1,Moral Distress in Healthcare Professionals,7,5,13,83
2058,1,Moral Emotions and Behavioral Impact,1,1,2,72
2059,1,Mortality and Sequelae of Preterm Birth,4,2,6,367
2060,1,Motivation and Behavior of Convention Attendees,1,0,1,0
2061,1,Motivation and Career Choices in Dentistry,1,1,1,6
2062,1,Moyamoya Disease and Syndrome,1,1,1,0
2063,1,Multi-label Text Classification in Machine Learning,0,0,1,7
2064,1,Multicultural Counseling Competencies and Ethical Practice,3,0,5,466
2065,1,Multidisciplinary Research in Science and Society,1,1,1,36
2066,1,Multipotent Mesenchymal Stem Cells,4,4,17,1169
2067,1,Multiscale Methods for Heterogeneous Systems,1,1,1,0
2068,1,Myasthenia Gravis and Thymic Tumors Research,8,5,10,419
2069,1,NF-?B Signaling in Inflammation and Cancer,8,3,23,1826
2070,1,NMR Spectroscopy Techniques,0,0,2,46
2071,1,Nanomaterials with Enzyme-Like Characteristics,0,1,6,622
2072,1,Nanoparticle-Based Drug Delivery Systems,4,1,26,12984
2073,1,Nanotechnology and Imaging for Cancer Therapy and Diagnosis,0,0,2,628
2074,1,Nanotoxicology and Antimicrobial Nanoparticles,0,2,2,2
2075,1,Natural Killer Cells in Immunity,7,5,77,9500
2076,1,Natural Language Processing,1,0,4,1312
2077,1,Neonatal Brain Injury and Developmental Consequences,3,1,15,457
2078,1,Neonatal Lung Development and Respiratory Morbidity,10,5,32,4138
2079,1,Nephropathic Cystinosis Research,0,0,1,6
2080,1,Network Analysis of Psychopathology and Mental Disorders,1,1,2,97
2081,1,Network Formation and Game Dynamics,1,1,1,2
2082,1,Networked Smart Transducer Interface Standard,1,0,2,0
2083,1,Neural Interface Technology,5,2,15,466
2084,1,Neural Mechanisms of Auditory Processing and Perception,0,0,1,21
2085,1,Neural Mechanisms of Cognitive Control and Decision Making,1,1,6,2677
2086,1,Neural Mechanisms of Face Perception and Recognition,1,2,4,96
2087,1,Neural Mechanisms of Language Processing,0,0,1,613
2088,1,Neural Mechanisms of Memory Formation and Spatial Navigation,8,3,27,4582
2089,1,Neural Mechanisms of Respiratory Control and Homeostasis,1,2,5,43
2090,1,Neural Mechanisms of Visual Perception and Processing,0,0,2,20
2091,1,Neural Network Fundamentals and Applications,0,0,1,5
2092,1,Neuro-Immune Modulation via Vagus Nerve Stimulation,3,2,5,1740
2093,1,Neurobiological Mechanisms of Drug Addiction and Depression,13,2,54,4853
2094,1,Neurobiological Mechanisms of Placebo and Nocebo Effects,1,0,1,256
2095,1,Neuroblastoma Research and Treatment,2,1,8,473
2096,1,Neuroendocrine Regulation of Appetite and Body Weight,3,1,15,1035
2097,1,Neurofibromatosis Type 1 and Type 2,2,1,3,128
2098,1,Neuroimmune Interaction in Psychiatric Disorders,5,1,33,9902
2099,1,Neuronal Oscillations in Cortical Networks,7,3,18,1803
2100,1,Neuroscience and Genetics of Drosophila Melanogaster,5,1,10,309
2101,1,Neuroscience of Moral Judgment and Disgust,3,1,5,587
2102,1,Neurotoxic Effects of Anesthetic Agents on Brain Development,8,8,12,1049
2103,1,Neutron Imaging and Analysis Techniques,1,0,3,6
2104,1,Noncovalent Interactions in Molecular Crystals and Supramolecular Chemistry,1,0,2,14
2105,1,Notch Signaling Pathway in Development and Disease,0,1,3,56
2106,1,Nuclear Magnetic Resonance Applications in Various Fields,0,0,1,218
2107,1,Nucleotide Metabolism and Enzyme Regulation,1,2,5,143
2108,1,Nurr1/CoREST Pathway in Neuroprotection and Inflammation,1,0,2,22
2109,1,Nutritional Genomics: Personalized Nutrition and Health,6,5,8,0
2110,1,Obsessive-Compulsive Disorder and Related Conditions,1,3,6,735
2111,1,Obstetric Vesicovaginal Fistula and Ureteral Injuries,1,0,1,14
2112,1,Occultism and Modernity,2,2,2,31
2113,1,Occupational Science and Therapy Practice,1,1,1,1
2114,1,Occurrence and Health Effects of Drinking Water Disinfection By-Products,0,0,1,1
2115,1,Oceanic Modeling and Circulation Studies,0,0,1,3
2116,1,Ocular Cancer Research and Treatment,7,0,28,419
2117,1,Ocular Manifestations of COVID-19,2,1,10,279
2118,1,Ocular Toxicity and Retinal Disorders from Medications,1,1,2,0
2119,1,Olefin Metathesis Chemistry,1,1,9,300
2120,1,Olfactory Dysfunction in Health and Disease,1,1,9,257
2121,1,Operative Management of Pelvic Fractures,0,0,1,17
2122,1,Ophthalmology Education and Training Methods,1,1,1,0
2123,1,Optical Code Division Multiple Access,0,0,1,9
2124,1,Optical Manipulation and Angular Momentum,0,0,2,198
2125,1,Optimal Transport in Geometry and Analysis,3,4,5,100
2126,1,Optimization Techniques for Antenna Arrays,1,1,1,11
2127,1,Optimization Techniques in Simulation Modeling,0,0,1,6
2128,1,Optimization of Perioperative Fluid Therapy,2,2,2,34
2129,1,Optimization of Weapon-Target Assignment Problems,3,0,3,0
2130,1,Optogenetics in Neuroscience and Biophysics Research,0,0,1,0
2131,1,Organ Transplantation and Rejection,10,3,48,291
2132,1,Organic Solar Cell Technology,0,0,1,0
2133,1,Organized Crime and Criminal Networks Analysis,0,0,2,39
2134,1,Origin of Life and Prebiotic Chemistry,1,1,1,0
2135,1,Osteoarthritis and Cartilage Repair,0,0,2,0
2136,1,Oxytocin and Social Behavior Regulation,8,6,36,6610
2137,1,Pancreatic Cancer Research and Treatment,2,4,7,1422
2138,1,Pancreatic Islet Dysfunction and Regeneration,5,2,23,967
2139,1,Parallel Computing and Performance Optimization,0,0,2,2
2140,1,Paramyxovirus Infections and Epidemiology,1,1,25,1253
2141,1,Parasitic Diseases and Treatment Strategies,0,0,2,57
2142,1,Participatory Action Research in Education and Social Sciences,1,1,1,1
2143,1,Parvovirus B19 Infection and Pathogenesis,1,1,1,0
2144,1,Patent Foramen Ovale and Cerebrovascular Events,0,0,2,279
2145,1,Pathobiology and Management of Mucositis in Cancer Therapy,0,0,7,3
2146,1,Pathogenesis and Treatment of Alcoholic Liver Disease,4,1,12,1052
2147,1,Pathogenesis and Treatment of Pemphigoid Diseases,0,1,3,130
2148,1,Pathogenesis and Treatment of Systemic Sclerosis,0,0,2,27
2149,1,Pathogenesis and Virulence of Escherichia coli,3,3,9,231
2150,1,Pathological Gambling and Comorbid Disorders,1,0,2,2
2151,1,Pathophysiology and Management of Cerebral Aneurysms,1,1,8,438
2152,1,Pathophysiology and Management of Graves' Ophthalmopathy,3,2,5,262
