,author_name,bin,domain_name,first_author,author_corresponding,counts,work_citedby,Summary_Country,Summary_Institution
16219,Erika E. Csatary,5,Life Sciences,0,0,2,17,,
16220,Erika E. Csatary,5,Physical Sciences,0,0,1,2,,
16221,Erika E. Csatary,6,Health Sciences,0,0,1,2,,
16222,Erika J. Sigman,6,Health Sciences,1,1,3,2,,"University of Maryland, Baltimore:1;"
16223,Erika J. Wolf,6,Life Sciences,0,0,1,0,,Boston University:2;Florida College:1;National Center for PTSD:2;
16224,Erika Marulanda-Londoño,6,Social Sciences,0,0,1,2,,Kaiser Permanente:1;
16225,Erika Ortega,6,Health Sciences,0,0,2,4,,Grady Memorial Hospital:2;
16226,Erika Sigman,6,Health Sciences,1,0,6,1,,
16227,Erika Sigman,6,Life Sciences,0,0,1,0,,
16228,Erika Sigman,6,Social Sciences,1,0,1,0,,
16229,Erika V. Hall,4,Social Sciences,2,0,4,333,,
16230,Erika V. Hall,5,Social Sciences,2,0,4,203,,
16231,Erika V. Hall,6,Social Sciences,1,1,2,11,,
16232,Erin Arthurs,6,Health Sciences,0,0,2,4,,
16233,Erin Beasley,6,Life Sciences,2,1,2,4,,
16234,Erin Beasley,6,Social Sciences,1,1,1,2,,
16235,Erin Berry‐Bibee,3,Health Sciences,1,0,1,2,,
16236,Erin Berry‐Bibee,4,Health Sciences,1,1,1,0,,
16237,Erin Berry‐Bibee,5,Health Sciences,1,1,5,93,,Centers for Disease Control and Prevention:1;
16238,Erin Berry‐Bibee,5,Social Sciences,0,0,2,63,,
16239,Erin Berry‐Bibee,6,Health Sciences,0,0,1,9,,
16240,Erin Bishop,6,Health Sciences,0,0,1,0,,Grady Memorial Hospital:1;
16241,Erin Brauer,6,Health Sciences,0,0,1,1,,
16242,Erin Brauer,6,Social Sciences,0,1,3,1,,
16243,Erin Bredenberg,6,Health Sciences,1,1,1,1,,University of Colorado Hospital:1;
16244,Erin Bremer,5,Health Sciences,1,0,1,0,,
16245,Erin Bremer,5,Social Sciences,1,0,1,0,,
16246,Erin Bremer,6,Life Sciences,0,0,1,13,,
16247,Erin Burns,6,Health Sciences,0,0,2,276,MN:1;,National Center for Immunization and Respiratory Diseases:2;National Influenza Center:1;New York State Department of Health:1;
16248,Erin C. Tarver,4,Social Sciences,2,2,2,0,,
16249,Erin C. Tarver,5,Social Sciences,2,2,2,2,,Emory and Henry College:1;
16250,Erin C. Tarver,6,Social Sciences,2,1,2,0,,
16251,Erin Campos,6,Health Sciences,0,0,1,13,CA:3;,Sinai Health System:1;University Health Network:1;University of Toronto:1;
16252,Erin E. Reardon,6,Health Sciences,0,0,4,1,,Woodruff Health Sciences Center:1;
16253,Erin E. Reardon,6,Life Sciences,0,0,1,0,,Woodruff Health Sciences Center:1;
16254,Erin E. Reardon,6,Social Sciences,0,0,1,0,,Woodruff Health Sciences Center:1;
16255,Erin E. Thacker,6,Social Sciences,0,0,1,1,,University of Alabama at Birmingham:1;
16256,Erin F. Kallam,5,Health Sciences,4,0,4,0,,
16257,Erin F. Kallam,6,Health Sciences,2,0,4,19,,Children's Healthcare of Atlanta:2;
16258,Erin Garrow,6,Health Sciences,0,0,1,1,,Regeneron (United States):1;
16259,Erin Grady,5,Health Sciences,1,0,4,7,,
16260,Erin Grady,5,Physical Sciences,0,0,1,14,,
16261,Erin Grady,6,Health Sciences,0,1,2,10,,Stanford University:4;
16262,Erin Henrick,6,Physical Sciences,0,0,1,2,,Integrated Software (United States):1;
16263,Erin Holsted,6,Health Sciences,0,0,1,21,,
16264,Erin Holsted,6,Social Sciences,0,0,1,0,,
16265,Erin Honan,6,Life Sciences,0,0,1,23,,
16266,Erin Johnson,5,Health Sciences,0,0,1,5,,
16267,Erin Johnson,6,Physical Sciences,0,0,1,0,,
16268,Erin Johnson,6,Social Sciences,0,0,2,3,,
16269,Erin L. P. Bradley,2,Health Sciences,0,0,1,67,,
16270,Erin L. P. Bradley,3,Health Sciences,3,0,3,6,,
16271,Erin L. P. Bradley,6,Health Sciences,0,0,1,10,,
16272,Erin L. P. Bradley,6,Life Sciences,0,0,1,2,,
16273,Erin Lebow-Skelley,5,Health Sciences,0,0,6,444,,
16274,Erin Lebow-Skelley,5,Social Sciences,2,1,2,5,,
16275,Erin Lebow-Skelley,6,Health Sciences,1,1,1,3,,
16276,Erin Lebow-Skelley,6,Physical Sciences,1,1,1,5,,
16277,Erin M. Buckley,4,Health Sciences,1,1,2,2,,
16278,Erin M. Buckley,5,Health Sciences,1,6,14,115,,Georgia Institute of Technology:1;The Wallace H. Coulter Department of Biomedical Engineering:7;
16279,Erin M. Buckley,5,Life Sciences,0,0,3,19,,Georgia Institute of Technology:2;
16280,Erin M. Buckley,5,Physical Sciences,0,0,1,0,,
16281,Erin M. Buckley,6,Health Sciences,2,14,38,81,,Children's Healthcare of Atlanta:4;Georgia Institute of Technology:7;The Wallace H. Coulter Department of Biomedical Engineering:11;
16282,Erin M. Buckley,6,Life Sciences,0,2,3,0,,
16283,Erin M. Buckley,6,Physical Sciences,0,0,1,0,,Georgia Institute of Technology:1;
16284,Erin M. King,5,Health Sciences,1,0,2,105,,
16285,Erin M. King,6,Life Sciences,2,0,2,2,,
16286,Erin M. Oleson,6,Physical Sciences,0,0,1,19,,NOAA National Marine Fisheries Service Pacific Islands Fisheries Science Center:1;
16287,Erin M. Phillips,6,Life Sciences,2,0,3,10,,
16288,Erin M. Scherer,5,Health Sciences,0,0,4,1368,,HOPE Clinic:2;
16289,Erin M. Scherer,6,Health Sciences,3,2,8,85,,HOPE Clinic:3;
16290,Erin M. Scherer,6,Life Sciences,0,0,1,12,,
16291,Erin M. Scherer,6,Social Sciences,1,0,1,1,,
16292,Erin McKenna,6,Social Sciences,0,0,1,1,,University of North Florida:1;
16293,Erin P. Ferranti,3,Health Sciences,4,0,6,146,,
16294,Erin P. Ferranti,4,Health Sciences,4,1,6,61,,
16295,Erin P. Ferranti,4,Life Sciences,0,0,1,0,,
16296,Erin P. Ferranti,5,Health Sciences,3,2,6,58,,
16297,Erin P. Ferranti,5,Physical Sciences,0,0,1,17,,
16298,Erin P. Ferranti,6,Health Sciences,2,1,10,71,NL:1;,Creative Commons:1;Emory and Henry College:1;Grand Valley State University:1;
16299,Erin P. Ferranti,6,Life Sciences,0,0,1,19,,
16300,Erin P. Ferranti,6,Social Sciences,0,0,1,0,,
16301,Erin Q. Rogers,6,Life Sciences,1,0,1,0,,
16302,Erin R. Hotchkiss,6,Physical Sciences,0,0,1,2,,Virginia Tech:1;
16303,Erin R. Johnson,6,Social Sciences,0,0,4,2,,
16304,Erin Rogers,6,Health Sciences,0,0,5,31,,Edwards Lifesciences (United States):2;Rogers (United States):1;University of Michigan–Ann Arbor:1;
16305,Erin Wettstone,6,Health Sciences,0,0,1,12,,Office of Infectious Diseases:1;University of Virginia:1;
16306,Erinn H. Goldman,0,Life Sciences,1,0,1,218,,
16307,Erinn H. Goldman,1,Life Sciences,0,0,1,0,,
16308,Erinn H. Goldman,2,Life Sciences,0,0,3,39,,
16309,Erinn H. Goldman,3,Life Sciences,0,0,1,28,,
16310,Erinn H. Goldman,6,Life Sciences,0,0,1,0,,
16311,Erio De Andrade,6,Health Sciences,0,0,1,0,,
16312,Erion Jr De Andra,6,Health Sciences,0,0,1,0,,
16313,Erion Jr De Andrade,6,Health Sciences,0,0,1,0,,
16314,Erion Júnior de Andrade,6,Health Sciences,1,0,2,2,,
16315,Erion de Andrade,6,Health Sciences,0,0,6,2,,
16316,Erming Wang,6,Health Sciences,1,0,1,0,,Icahn School of Medicine at Mount Sinai:4;
16317,Ernest Garcia,0,Health Sciences,0,0,17,667,,AID Atlanta:1;
16318,Ernest Garcia,0,Physical Sciences,1,0,1,0,,
16319,Ernest Garcia,1,Health Sciences,4,1,54,1594,ES:1;,Emory University Hospital:1;University Medical Center:2;Vall d'Hebron Hospital Universitari:1;
16320,Ernest Garcia,1,Physical Sciences,0,0,8,128,ES:1;,Vall d'Hebron Hospital Universitari:1;
16321,Ernest Garcia,2,Health Sciences,5,1,29,1372,,University of Pittsburgh Medical Center:1;
16322,Ernest Garcia,2,Physical Sciences,0,0,1,8,,
16323,Ernest Garcia,3,Health Sciences,5,3,23,509,,Emory University Hospital:1;
16324,Ernest Garcia,3,Social Sciences,0,0,1,5,,
16325,Ernest Garcia,4,Health Sciences,1,2,26,627,KR:1;,Chonnam National University:1;
16326,Ernest Garcia,4,Physical Sciences,0,0,1,3,,
16327,Ernest Garcia,4,Social Sciences,1,1,1,6,,
16328,Ernest Garcia,5,Health Sciences,3,2,30,834,,
16329,Ernest Garcia,5,Physical Sciences,0,0,1,14,,
16330,Ernest Garcia,5,Social Sciences,0,0,1,0,,
16331,Ernest Garcia,6,Health Sciences,5,4,37,330,,Emory University Hospital:2;Emory and Henry College:1;
16332,Ernest Garcia,6,Life Sciences,0,0,2,1,,
16333,Ernest Garcia,6,Physical Sciences,1,1,4,5,,
16334,Ernest Garcia,6,Social Sciences,0,0,2,16,,University of Illinois at Chicago:1;
16335,Ernest R. Vina,6,Health Sciences,0,0,3,1,,Durham VA Medical Center:3;
16336,Ernest T. Parker,0,Health Sciences,4,1,7,178,,Children's Healthcare of Atlanta:1;
16337,Ernest T. Parker,0,Life Sciences,0,0,1,0,,
16338,Ernest T. Parker,1,Health Sciences,1,2,7,178,,Children's Healthcare of Atlanta:3;
16339,Ernest T. Parker,1,Life Sciences,0,0,1,61,,Children's Healthcare of Atlanta:1;
16340,Ernest T. Parker,2,Health Sciences,0,8,11,107,,Center for Cancer and Blood Disorders:2;Children's Healthcare of Atlanta:7;
16341,Ernest T. Parker,3,Health Sciences,0,3,8,117,,Center for Cancer and Blood Disorders:1;Children's Healthcare of Atlanta:3;
16342,Ernest T. Parker,4,Health Sciences,0,3,10,98,,Center for Cancer and Blood Disorders:3;Children's Center:1;Children's Healthcare of Atlanta:4;
16343,Ernest T. Parker,4,Life Sciences,0,0,4,1,,Center for Cancer and Blood Disorders:2;
16344,Ernest T. Parker,5,Health Sciences,0,1,5,43,,Aflac (United States):1;Children's Center:1;Children's Healthcare of Atlanta:3;
16345,Ernest T. Parker,5,Life Sciences,0,0,2,75,IN:1;,Center for Cancer and Blood Disorders:1;Christian Medical College & Hospital:1;
16346,Ernest T. Parker,6,Health Sciences,2,0,10,39,,Children's Healthcare of Atlanta:10;
16347,Ernest T. Parker,6,Life Sciences,1,0,2,7,,Children's Healthcare of Atlanta:2;
16348,Ernesto Blanes-Martinez,6,Social Sciences,1,1,1,0,,
16349,Ernoiz Antriyandarti,6,Physical Sciences,0,0,1,25,,Institute for Health Metrics and Evaluation:1;
16350,Ernst Rietzschel,6,Health Sciences,0,0,1,0,,
16351,Errol Inci,5,Health Sciences,0,0,1,1,,Emory University Hospital Midtown:1;
16352,Errol Inci,6,Health Sciences,2,0,8,26,,Emory University Hospital:2;Emory University Hospital Midtown:2;
16353,Ersilia M. DeFilippis,6,Health Sciences,0,0,2,0,,Columbia University:1;Columbia University Irving Medical Center:5;
16354,Ervin Fox,6,Health Sciences,0,0,1,0,,University of Miami:1;University of Mississippi Medical Center:2;
16355,Erwin G. Van Meir,0,Health Sciences,1,1,6,1739,IN:1;,Cancer Institute (WIA):1;
16356,Erwin G. Van Meir,0,Life Sciences,0,2,13,1226,IN:1;,Cancer Institute (WIA):1;
16357,Erwin G. Van Meir,0,Social Sciences,1,1,1,6,,
16358,Erwin G. Van Meir,1,Health Sciences,0,1,3,6958,,
16359,Erwin G. Van Meir,1,Life Sciences,0,0,9,1147,,Molecular Oncology (United States):1;
16360,Erwin G. Van Meir,2,Health Sciences,2,3,8,1532,,
16361,Erwin G. Van Meir,2,Life Sciences,0,2,14,1205,,"Scripps Research Institute:1;University of Maryland, Baltimore:1;"
16362,Erwin G. Van Meir,2,Physical Sciences,0,1,2,98,,
16363,Erwin G. Van Meir,3,Health Sciences,0,4,9,4670,,
16364,Erwin G. Van Meir,3,Life Sciences,1,3,19,1122,,Scripps Research Institute:1;
16365,Erwin G. Van Meir,4,Health Sciences,1,2,9,1618,,
16366,Erwin G. Van Meir,4,Life Sciences,0,0,12,912,,
16367,Erwin G. Van Meir,5,Health Sciences,1,1,12,499,,University of Alabama at Birmingham:1;
16368,Erwin G. Van Meir,5,Life Sciences,0,1,12,189,,
16369,Erwin G. Van Meir,6,Health Sciences,0,0,3,3,,University of Alabama at Birmingham:6;
16370,Erwin G. Van Meir,6,Life Sciences,0,0,2,59,,University of Alabama at Birmingham:6;
16371,Eryn Bryant,6,Health Sciences,0,0,1,0,NL:1;,M&I/Partners:1;
16372,Eryn E. Bernardy,4,Health Sciences,0,0,1,0,,
16373,Eryn E. Bernardy,4,Life Sciences,0,0,1,0,,
16374,Eryn E. Bernardy,5,Life Sciences,3,0,3,66,,
16375,Eryn E. Bernardy,6,Health Sciences,1,0,2,13,,Elon University:1;
16376,Esaki M. Shankar,6,Health Sciences,0,0,1,0,IN:17;,Central University of Tamil Nadu:17;
16377,Esaki M. Shankar,6,Life Sciences,0,1,1,0,IN:5;,Central University of Tamil Nadu:5;
16378,Eseosa T. Ighodaro,6,Health Sciences,1,0,1,1,,
16379,Esfandiar Maasoumi,0,Physical Sciences,0,0,1,55,,
16380,Esfandiar Maasoumi,1,Physical Sciences,0,0,2,28,,
16381,Esfandiar Maasoumi,1,Social Sciences,2,0,2,33,GB:1;,Swansea University:1;
16382,Esfandiar Maasoumi,2,Physical Sciences,1,1,2,142,,
16383,Esfandiar Maasoumi,2,Social Sciences,3,1,4,17,,
16384,Esfandiar Maasoumi,3,Physical Sciences,0,0,1,0,,
16385,Esfandiar Maasoumi,3,Social Sciences,8,1,15,96,,
16386,Esfandiar Maasoumi,4,Physical Sciences,1,1,2,31,,
16387,Esfandiar Maasoumi,4,Social Sciences,6,5,15,75,,
16388,Esfandiar Maasoumi,5,Physical Sciences,0,0,2,0,,
16389,Esfandiar Maasoumi,5,Social Sciences,5,2,10,118,,Annual Reviews:1;
16390,Esfandiar Maasoumi,6,Physical Sciences,1,1,2,1,,
16391,Esfandiar Maasoumi,6,Social Sciences,4,5,11,11,,
16392,Esha K. Dave,6,Health Sciences,2,0,9,0,,
16393,Eshan U. Patel,6,Health Sciences,0,0,2,1,,Children's Healthcare of Atlanta:1;
16394,Eshant Bhatia,6,Health Sciences,0,0,1,0,,Georgia Institute of Technology:1;
16395,Esmeralda Meyer,0,Health Sciences,0,0,1,15,,
16396,Esmeralda Meyer,0,Life Sciences,0,0,1,18,,
16397,Esmeralda Meyer,1,Health Sciences,0,0,3,856,,
16398,Esmeralda Meyer,2,Health Sciences,1,0,1,30,,
16399,Esmeralda Meyer,2,Life Sciences,1,0,1,9,,
16400,Esmeralda Meyer,3,Health Sciences,0,2,4,135,,Emory and Henry College:1;
16401,Esmeralda Meyer,3,Life Sciences,0,0,1,17,,
16402,Esmeralda Meyer,4,Health Sciences,1,2,4,99,,
16403,Esmeralda Meyer,4,Life Sciences,0,0,2,0,,
16404,Esmeralda Meyer,4,Physical Sciences,1,1,1,3,,
16405,Esmeralda Meyer,5,Health Sciences,1,2,4,55,,Emory and Henry College:1;
16406,Esmeralda Meyer,5,Life Sciences,1,0,2,9,,
16407,Esmeralda Meyer,6,Health Sciences,0,1,2,2,,
16408,Esmeralda Meyer,6,Life Sciences,1,2,4,10,,
16409,Esohe Ayanru,6,Health Sciences,0,0,1,0,,
16410,Esra Sefik,5,Life Sciences,1,0,1,3,,
16411,Esra Sefik,5,Physical Sciences,1,1,1,0,,
16412,Esra Sefik,6,Health Sciences,1,0,1,3,,
16413,Esra Sefik,6,Life Sciences,6,1,11,57,,Princeton University:2;
16414,Esra Sefik,6,Social Sciences,0,0,1,0,,
16415,Essa A. Mohamed,6,Health Sciences,1,0,1,1,,University of Minnesota:1;
16416,Essa Tawfiq,6,Health Sciences,1,1,1,0,AU:1;CA:1;,Oxford Instruments (Canada):1;UNSW Sydney:1;
16417,Estefani Ignacio Gallegos,5,Physical Sciences,0,0,1,0,,
16418,Estefani Ignacio Gallegos,6,Life Sciences,0,0,1,10,,
16419,Estefani Ignacio Gallegos,6,Physical Sciences,0,0,2,5,,
16420,Estefany L. Bocangel Gamarra,6,Health Sciences,0,0,2,2,,Emory and Henry College:1;
16421,Estefanía Almenta López,6,Social Sciences,0,0,1,0,,
16422,Ester Cerin,6,Physical Sciences,0,0,1,25,,Institute for Health Metrics and Evaluation:1;
16423,Esther H. Seo,6,Life Sciences,0,0,3,0,,
16424,Esther M. Yun,6,Health Sciences,0,0,1,0,,Cohen Children's Medical Center:1;
16425,Esther O Segun,6,Health Sciences,0,0,1,13,,Arizona State University:1;
16426,Esther Segun,6,Social Sciences,0,0,1,8,,University of Connecticut:1;
16427,Esther Vivas,4,Health Sciences,1,1,5,203,,American Association of Neurological Surgeons:2;
16428,Esther Vivas,4,Life Sciences,0,1,1,7,,
16429,Esther Vivas,5,Health Sciences,1,1,3,53,,
16430,Esther Vivas,5,Life Sciences,1,4,5,36,,Emory University Hospital Midtown:1;
16431,Esther Vivas,6,Health Sciences,0,0,12,3,,Emory and Henry College:2;
16432,Esther Vivas,6,Life Sciences,0,1,3,18,,
16433,Esther Yoon,6,Health Sciences,0,0,1,1,,Memorial Sloan Kettering Cancer Center:1;The University of Texas MD Anderson Cancer Center:3;
16434,Estrella Barrero,6,Health Sciences,0,0,2,0,,
16435,Eswar Damaraju,5,Life Sciences,0,0,16,203,,Center for Translational Research in Neuroimaging and Data Science:12;Georgia Institute of Technology:2;Mind Research Network:1;
16436,Eswar Damaraju,6,Life Sciences,1,1,11,75,,Center for Translational Research in Neuroimaging and Data Science:10;Georgia Institute of Technology:1;
16437,Eswar Damaraju,6,Social Sciences,0,0,1,28,,Center for Translational Research in Neuroimaging and Data Science:1;
16438,Eszter Szalai,4,Health Sciences,1,0,3,3,,
16439,Eszter Szalai,5,Health Sciences,3,0,5,109,,
16440,Eszter Szalai,5,Life Sciences,1,1,1,5,,
16441,Eszter Szalai,6,Health Sciences,0,0,1,0,HU:3;,University of Pecs:3;
16442,Eszter Szalai,6,Life Sciences,1,1,1,0,,
16443,Ethan C. Cicero,6,Health Sciences,2,1,4,14,,
16444,Ethan C. Cicero,6,Physical Sciences,1,1,1,2,,
16445,Ethan C. Cicero,6,Social Sciences,7,7,16,213,,
16446,Ethan Castellino,6,Life Sciences,0,0,1,1,,
16447,Ethan Dubin,6,Health Sciences,1,0,3,12,,
16448,Ethan K. Sobol,6,Health Sciences,1,0,2,1,,Emory Eye Center:1;
16449,Ethan Leng,6,Health Sciences,0,0,1,0,,
16450,Ethan M Meisel,6,Health Sciences,1,1,1,4,,Atlanta VA Health Care System:1;
16451,Ethan M. Heyboer,6,Physical Sciences,0,0,1,4,,
16452,Etienne Karita,1,Health Sciences,0,0,5,197,RW:6;,Rwanda Zambia HIV Research Group:6;
16453,Etienne Karita,2,Health Sciences,0,1,2,150,RW:7;,Rwanda Zambia HIV Research Group:7;
16454,Etienne Karita,2,Life Sciences,0,0,1,556,RW:3;,Rwanda Zambia HIV Research Group:3;
16455,Etienne Karita,3,Health Sciences,0,0,1,45,RW:5;,Rwanda Zambia HIV Research Group:5;San Francisco Foundation:1;
16456,Etienne Karita,3,Life Sciences,0,0,2,98,RW:1;,Rwanda Zambia HIV Research Group:1;San Francisco Foundation:1;
16457,Etienne Karita,4,Health Sciences,1,1,1,29,,San Francisco Foundation:1;
16458,Etienne Karita,5,Health Sciences,0,0,6,136,RW:14;,Rwanda Zambia HIV Research Group:14;
16459,Etienne Karita,5,Life Sciences,0,0,2,54,RW:4;,Pollinator Partnership:1;Rwanda Zambia HIV Research Group:4;
16460,Etienne Karita,5,Social Sciences,0,0,2,35,RW:2;,Rwanda Zambia HIV Research Group:2;
16461,Etienne Karita,6,Health Sciences,0,0,4,21,RW:5;,Rwanda Zambia HIV Research Group:4;University of Kigali:1;
16462,Etza Peters,5,Health Sciences,0,0,1,2961,,Children's Healthcare of Atlanta:1;
16463,Etza Peters,6,Health Sciences,0,0,2,21,,Children's Healthcare of Atlanta:1;
16464,Eudora Olsen,6,Health Sciences,0,0,1,0,,
16465,Eudora Olsen,6,Life Sciences,1,0,1,1,,
16466,Eudora Olsen,6,Social Sciences,1,2,4,3,,
16467,Eudorah Vital,6,Health Sciences,2,0,2,5,,The Wallace H. Coulter Department of Biomedical Engineering:2;
16468,Eugen Hruska,6,Physical Sciences,10,0,13,49,,
16469,Eugene A. Berkowitz,1,Health Sciences,0,0,1,1,,The University of Texas Health Science Center at Houston:1;
16470,Eugene A. Berkowitz,2,Health Sciences,0,0,4,0,,Accreditation Council for Graduate Medical Education:1;The University of Texas Health Science Center at Houston:1;The University of Texas at Austin:1;
16471,Eugene A. Berkowitz,3,Health Sciences,0,0,2,56,,American College of Radiology:1;
16472,Eugene A. Berkowitz,4,Health Sciences,1,0,2,46,,
16473,Eugene A. Berkowitz,5,Health Sciences,1,1,3,36,,
16474,Eugene A. Berkowitz,6,Health Sciences,0,0,2,1,,
16475,Eugene A. Berkowitz,6,Life Sciences,0,0,1,0,,
16476,Eugene Agichtein,1,Physical Sciences,3,1,20,2615,,
16477,Eugene Agichtein,2,Health Sciences,0,1,1,110,,
16478,Eugene Agichtein,2,Physical Sciences,3,0,28,1344,FR:1;,Laboratoire d'Informatique de Paris-Nord:1;
16479,Eugene Agichtein,2,Social Sciences,1,0,4,21,,
16480,Eugene Agichtein,3,Health Sciences,0,0,3,5,,
16481,Eugene Agichtein,3,Physical Sciences,2,0,19,606,,
16482,Eugene Agichtein,3,Social Sciences,2,0,5,124,,
16483,Eugene Agichtein,4,Health Sciences,2,0,2,29,,
16484,Eugene Agichtein,4,Physical Sciences,0,1,15,577,,
16485,Eugene Agichtein,5,Life Sciences,0,1,1,7,,
16486,Eugene Agichtein,5,Physical Sciences,1,0,25,197,,
16487,Eugene Agichtein,5,Social Sciences,0,0,1,13,,
16488,Eugene Agichtein,6,Health Sciences,0,0,1,0,,
16489,Eugene Agichtein,6,Physical Sciences,0,0,14,78,,Amazon (United States):2;
16490,Eugene Agichtein,6,Social Sciences,0,1,3,16,,Amazon (United States):1;
16491,Eugene Huang,4,Health Sciences,0,1,2,34,,
16492,Eugene Huang,5,Health Sciences,0,0,2,1,,
16493,Eugene Huang,6,Health Sciences,0,0,2,2,,Einstein Medical Center Philadelphia:1;
16494,Eugene K. Emory,0,Health Sciences,0,0,1,147,,
16495,Eugene K. Emory,1,Health Sciences,1,0,3,94,,
16496,Eugene K. Emory,1,Life Sciences,0,0,1,1762,,
16497,Eugene K. Emory,2,Health Sciences,1,1,1,7,,
16498,Eugene K. Emory,3,Health Sciences,0,0,1,49,,
16499,Eugene K. Emory,6,Health Sciences,0,0,1,1,,
16500,Eugene Koh,6,Health Sciences,0,0,1,1,KR:1;,Ansan University:1;
16501,Eugene W. Farber,0,Social Sciences,1,0,1,65,,Argosy University:1;
16502,Eugene W. Farber,1,Health Sciences,0,0,1,57,,
16503,Eugene W. Farber,1,Social Sciences,0,0,1,50,,
16504,Eugene W. Farber,2,Social Sciences,6,4,6,88,,University School:1;
16505,Eugene W. Farber,3,Health Sciences,2,1,2,35,,Grady Memorial Hospital:1;
16506,Eugene W. Farber,4,Health Sciences,1,0,5,124,,Grady Health System:1;
16507,Eugene W. Farber,4,Social Sciences,0,0,1,21,,
16508,Eugene W. Farber,5,Health Sciences,0,0,3,16,,
16509,Eugene W. Farber,5,Social Sciences,0,0,1,13,,
16510,Eugene W. Farber,6,Health Sciences,0,0,7,34,,Grady Health System:2;
16511,Eugene W. Farber,6,Life Sciences,0,0,1,5,,
16512,Eugene W. Farber,6,Social Sciences,1,0,2,3,,
16513,Eugenia Corrales‐Aguilar,6,Life Sciences,0,0,2,3,CR:1;FR:1;,Universidad de Costa Rica:1;Université de Versailles Saint-Quentin-en-Yvelines:1;
16514,Eugenia Giampetruzzi,6,Life Sciences,0,0,1,0,,
16515,Eugenia Giampetruzzi,6,Social Sciences,1,1,1,13,,
16516,Eugenia Giraldi,6,Health Sciences,0,0,1,0,,
16517,Eugenia Kwon,6,Health Sciences,0,0,1,0,,Loma Linda University:1;
16518,Eui Geum Oh,6,Social Sciences,0,0,2,0,,
16519,Euisun Pyo,6,Health Sciences,2,1,4,5,,
16520,Euisun Pyo,6,Life Sciences,1,1,1,8,,
16521,Eun Hee Ahn,4,Health Sciences,0,0,1,143,,
16522,Eun Hee Ahn,5,Health Sciences,1,0,5,233,,
16523,Eun Hee Ahn,5,Life Sciences,1,0,5,266,,
16524,Eun Hee Ahn,6,Health Sciences,2,0,7,188,KR:1;,Hallym University:1;
16525,Eun Hee Ahn,6,Life Sciences,1,0,4,64,KR:1;,Hallym University:1;
16526,Eun Young Kim,6,Health Sciences,0,0,1,0,,
16527,EunSeok Cha,2,Health Sciences,0,0,2,93,,
